sales_map_rows;Year;Month;Region;Division;State;City;Customer;Address;Longitude;Latitude;SalesChannel;Market_Segment;Sales
598;2014;December;Midwest;East North Central;MI;Dewitt;Lavelle Ulatowski;13230 S Old Us 27;-84.54;42.82;Sales Channel 3;Sports Drinks;15636
599;2014;December;Midwest;East North Central;MI;Dexter;Cory Aggarwal;101 Baker Rd;-83.88;42.29;Sales Channel 2;Infusions;16417.8
600;2014;December;Midwest;East North Central;MI;Dowagiac;Micheal Abbay;652 Spruce St;-86.12;41.99;Sales Channel 4;Infusions;17238.69
601;2014;December;Midwest;East North Central;MI;Dundee;Dina Weik;542 Tecumseh St;-83.67;41.96;Sales Channel 2;Sports Drinks;18100.6245
602;2014;December;Midwest;East North Central;MI;Durand;Cecile Chasten;8760 E Lansing Rd;-83.99;42.93;Sales Channel 1;Softdrinks;19005.65573
603;2014;December;Midwest;East North Central;MI;Eaton Rapids;Regine Francies;9134 E Spicerville Hwy;-84.66;42.49;Sales Channel 2;Infusions;19955.93851
604;2014;December;Midwest;East North Central;MI;Eaton Rapids;Regine Francies;9134 E Spicerville Hwy;-84.66;42.49;Sales Channel 2;Sports Drinks;20953.73544
605;2014;December;Midwest;East North Central;MI;Edmore;Herlinda Shealy;807 Main St;-98.45;48.41;Sales Channel 4;Softdrinks;22001.42221
606;2014;December;Midwest;East North Central;MI;Edwardsburg;Arnetta Schreckengost;68889 M 62;-86.08;41.8;Sales Channel 2;Softdrinks;23101.49332
607;2014;December;Midwest;East North Central;MI;Escanaba;Adrianna Dufficy;601 N Lincoln Rd [WM];-87.08;45.75;Sales Channel 4;Sports Drinks;24256.56799
608;2014;December;Midwest;East North Central;MI;Essexville;Chantelle Sewyerd;1495 Center Rd;-83.72;43.59;Sales Channel 4;Infusions;25469.39638
609;2014;December;Midwest;East North Central;MI;Farmington Hill;Jimmie Will;37555 12 Mile Rd;-83.42;42.5;Sales Channel 2;Infusions;26742.8662
610;2014;December;Midwest;East North Central;MI;Farmington Hills;Amelia Nakajima;35242 Grand River Ave;-83.39;42.47;Sales Channel 4;Infusions;28080.00951
611;2014;December;Midwest;East North Central;MI;Farmington Hills;Emmett Cornwell;24020 Orchard Lake Rd;-83.36;42.47;Sales Channel 4;Sports Drinks;29484.00999
612;2014;December;Midwest;East North Central;MI;Fenton;Norbert Lovie;3216 Owen Rd;-83.73;42.79;Sales Channel 2;Juices;30958.21049
613;2014;December;Midwest;East North Central;MI;Flat Rock;Edie Esenwein;27255 Telegraph Rd;-83.29;42.11;Sales Channel 2;Infusions;32506.12101
614;2014;December;Midwest;East North Central;MI;Flint;Chanell Sovereign;G3060 Miller Rd;-83.74;42.99;Sales Channel 2;Softdrinks;15636
615;2014;December;Midwest;East North Central;MI;Flint;Fairy Rotter;5543 Fenton Rd;-83.69;42.95;Sales Channel 2;Juices;16417.8
616;2014;December;Midwest;East North Central;MI;Flint;Lawanda Cser;3212 Clio Rd;-83.73;43.04;Sales Channel 2;Sports Drinks;17238.69
617;2014;December;Midwest;East North Central;MI;Flint;Lester Vanegdom;1831 S Dort Hwy;-83.65;43.01;Sales Channel 2;Sports Drinks;18100.6245
618;2014;December;Midwest;East North Central;MI;Flint;Ronni Olis;1510 Stewart;-83.67;43.05;Sales Channel 2;Softdrinks;19005.65573
619;2014;December;Midwest;East North Central;MI;Flint;Thuy Hockenbrock;4131 W Pierson Rd;-83.76;43.06;Sales Channel 4;Juices;19955.93851
620;2014;December;Midwest;East North Central;MI;Flint;Vasiliki Pratt;1232 N Ballenger Hwy;-83.73;43.03;Sales Channel 2;Sports Drinks;20953.73544
621;2014;December;Midwest;East North Central;MI;Flushing;Kathaleen Hughlett;6460 W Pierson Rd;-83.81;43.06;Sales Channel 4;Infusions;22001.42221
622;2014;December;Midwest;East North Central;MI;Fort Gratiot;Donya Farella;4155 24th Ave;-82.46;43.03;Sales Channel 1;Juices;23101.49332
623;2014;December;Midwest;East North Central;MI;Fremont;Doreen Sisler;1348 W Main St;-85.97;43.47;Sales Channel 2;Juices;24256.56799
624;2014;December;Midwest;East North Central;MI;Garden City;Tijuana Tritto;2205 Middlebelt Rd;-83.33;42.32;Sales Channel 2;Softdrinks;25469.39638
625;2014;December;Midwest;East North Central;MI;Genesee;Selene Deike;7370 N Genesee Rd;-83.62;43.12;Sales Channel 4;Juices;26742.8662
626;2014;December;Midwest;East North Central;MI;Genesee;Selene Deike;7370 N Genesee Rd;-83.62;43.12;Sales Channel 4;Sports Drinks;25405.72289
627;2014;December;Midwest;East North Central;MI;Gladstone;Nakita Keliikoa;2010 Lake Shore Dr;-87.04;45.84;Sales Channel 1;Infusions;26676.00904
628;2014;December;Midwest;East North Central;MI;Grand Blanc;Harriet Schechtman;2330 W Grand Blanc Rd;-83.72;42.91;Sales Channel 1;Softdrinks;28009.80949
629;2014;December;Midwest;East North Central;MI;Grand Blanc;Lyndsey Halter;9293 Holly Rd;-83.63;42.89;Sales Channel 1;Infusions;29410.29996
630;2014;December;Midwest;East North Central;MI;Grand Haven;Amal Solum;1617 S Beacon Blvd;-86.22;43.05;Sales Channel 1;Juices;30880.81496
631;2014;December;Midwest;East North Central;MI;Grand Ledge;Aurore Huelse;10945 W Grand River Hwy[Satellite];-84.74;42.8;Sales Channel 2;Infusions;32424.85571
632;2014;December;Midwest;East North Central;MI;Grand Ledge;Kizzie Phillipson;712 E Saginaw Hwy;-84.74;42.74;Sales Channel 2;Sports Drinks;34046.0985
633;2014;December;Midwest;East North Central;MI;Grand Rapids;Blair Presume;1246 Leonard St NE;-85.64;42.98;Sales Channel 3;Sports Drinks;35748.40342
634;2014;December;Midwest;East North Central;MI;Grand Rapids;Chauncey Goldy;1130 W Fulton St;-85.7;42.96;Sales Channel 3;Juices;37535.82359
635;2014;December;Midwest;East North Central;MI;Grand Rapids;Josefine Vanderlaan;417 Michigan Ave;-85.66;42.97;Sales Channel 4;Infusions;39412.61477
636;2014;December;Midwest;East North Central;MI;Grand Rapids;Maris Chlebek;5105 28th St SE;-85.59;42.91;Sales Channel 1;Sports Drinks;37441.98403
637;2014;December;Midwest;East North Central;MI;Grand Rapids;Tuan Cota;531 68th St SW;-89.74;44.37;Sales Channel 1;Infusions;39314.08323
638;2014;December;Midwest;East North Central;MI;Grandville;Suzan Lazo;2980 44th St;-85.74;42.88;Sales Channel 3;Infusions;41279.7874
639;2014;December;Midwest;East North Central;MI;Hamtramck;Marcy Hendryx;9130 Joseph Campau St;-83.05;42.39;Sales Channel 4;Sports Drinks;43343.77677
640;2014;December;Midwest;East North Central;MI;Harper Woods;Salvatore Samay;17800 E 8 Mile Rd;-82.94;42.45;Sales Channel 2;Softdrinks;45510.9656
641;2014;December;Midwest;East North Central;MI;Harrison;Elmer Hysell;612 North First St;-84.8;44.03;Sales Channel 1;Softdrinks;47786.51388
642;2014;December;Midwest;East North Central;MI;Harrison Township;Dena Oxman;25900 Crocker Blvd;-82.85;42.57;Sales Channel 2;Sports Drinks;50175.83958
643;2014;December;Midwest;East North Central;MI;Hart;Sharlene Kegg;4256 W Polk Rd;-86.38;43.69;Sales Channel 2;Infusions;52684.63156
644;2014;December;Midwest;East North Central;MI;Hart;Sharlene Kegg;4256 W Polk Rd;-86.38;43.69;Sales Channel 2;Softdrinks;55318.86314
645;2014;December;Midwest;East North Central;MI;Haslett;Mertie Skocilich;16827 Marsh Rd;-84.41;42.77;Sales Channel 3;Juices;52552.91998
646;2014;December;Midwest;East North Central;MI;Hemlock;Marceline Felkner;120 W Saginaw St;-84.23;43.41;Sales Channel 2;Juices;55180.56598
647;2014;December;Midwest;East North Central;MI;Holland;Silvia Griese;762 Cabill Dr;-86.07;42.75;Sales Channel 2;Sports Drinks;57939.59428
648;2014;December;Midwest;East North Central;MI;Holland;Zola Barck;12645 Riley St;-86.1;42.83;Sales Channel 4;Juices;60836.57399
649;2014;December;Midwest;East North Central;MI;Houghton;Cassandra Mercando;1300 Memorial Rd;-88.59;47.11;Sales Channel 2;Juices;63878.40269
650;2014;December;Midwest;East North Central;MI;Houghton;Cassandra Mercando;1300 Memorial Rd;-88.59;47.11;Sales Channel 2;Sports Drinks;67072.32283
651;2014;December;Midwest;East North Central;MI;Houghton Lake;Zelda Spiegle;3571 W Houghton Lake Dr;-84.71;44.3;Sales Channel 1;Sports Drinks;70425.93897
652;2014;December;Midwest;East North Central;MI;Imlay City;Maryland Casebolt;635 S Cedar St;-83.07;43.02;Sales Channel 4;Softdrinks;73947.23591
653;2014;December;Midwest;East North Central;MI;Inkster;Lecia Witaker;27125 Cherry Hill Rd;-83.31;42.31;Sales Channel 2;Juices;77644.59771
654;2014;December;Midwest;East North Central;MI;Ionia;Wilbert Holley;2784 S State Rd;-85.07;42.95;Sales Channel 3;Infusions;73762.36782
655;2014;December;Midwest;East North Central;MI;Ishpeming;Shad Randle;840 US Hwy 41 W;-87.7;46.49;Sales Channel 1;Softdrinks;77450.48622
656;2014;December;Midwest;East North Central;MI;Jackson;Linh Leyson;2601 Airport Rd;-84.45;42.27;Sales Channel 4;Juices;81323.01053
657;2014;December;Midwest;East North Central;MI;Jackson;Vasiliki Hugron;3310 E Michigan Ave;-84.36;42.26;Sales Channel 4;Softdrinks;85389.16105
658;2014;December;Midwest;East North Central;MI;Jenison;Marceline Marrietta;160 Chicago Drive;-85.79;42.9;Sales Channel 3;Infusions;89658.61911
659;2014;December;Midwest;East North Central;MI;Kalamazoo;Deetta Chill;4310 Stadium Dr;-85.64;42.27;Sales Channel 2;Softdrinks;94141.55006
660;2014;December;Midwest;East North Central;MI;Kalamazoo;Eusebia Harne;3320 S Westnedge Ave;-85.59;42.26;Sales Channel 2;Juices;98848.62756
661;2014;December;Midwest;East North Central;MI;Kalamazoo;Marquitta Schlaack;224 Kalamazoo Ave;-85.59;42.29;Sales Channel 2;Softdrinks;103791.0589
662;2014;December;Midwest;East North Central;MI;Kalamazoo;Minerva Trofholz;5394 W Main St;-85.66;42.3;Sales Channel 2;Infusions;108980.6119
663;2014;December;Midwest;East North Central;MI;Kalamazoo;Minerva Trofholz;5394 W Main St;-85.66;42.3;Sales Channel 2;Softdrinks;114429.6425
664;2014;December;Midwest;East North Central;MI;Kalamazoo;Victorina Oeltjen;5296 S 9th St;-85.68;42.24;Sales Channel 2;Softdrinks;120151.1246
665;2014;December;Midwest;East North Central;MI;Kalamazoo;Virgina Vanish;830 Riverview Dr;-85.57;42.3;Sales Channel 2;Infusions;126158.6808
666;2014;December;Midwest;East North Central;MI;Kawkawlin;Sherice Thomasson;2515 S Huron Rd;-83.95;43.67;Sales Channel 4;Infusions;132466.6149
667;2014;December;Midwest;East North Central;MI;Kentwood;Billi Willett;2824 28th St SE;-85.6;42.91;Sales Channel 3;Infusions;139089.9456
668;2014;December;Midwest;East North Central;MI;Lakeview;Loretta Siren;9150 Howard City/Edmore Rd;-85.27;43.43;Sales Channel 2;Softdrinks;146044.4429
669;2014;December;Midwest;East North Central;MI;Lansing;Arla Woodward;5225 N Grand River Ave;-84.6;42.77;Sales Channel 2;Sports Drinks;153346.6651
670;2014;December;Midwest;East North Central;MI;Lansing;Casey Wieger;2775 Eaton Rapids Rd;-84.59;42.66;Sales Channel 3;Softdrinks;161013.9983
671;2014;December;Midwest;East North Central;MI;Lansing;Clorinda Esterly;2120 N Larch St;-84.54;42.76;Sales Channel 2;Sports Drinks;169064.6982
672;2014;December;Midwest;East North Central;MI;Lansing;Marhta Faulisi;2530 E Jolly Rd;-84.52;42.68;Sales Channel 2;Juices;177517.9331
673;2014;December;Midwest;East North Central;MI;Lansing;Vernie Finamore;3135 S Martin Luther King Jr Blvd;-84.57;42.7;Sales Channel 2;Juices;186393.8298
674;2014;December;Midwest;East North Central;MI;Leslie;Dominique Tricoli;4500 N Hull Rd;-84.44;42.45;Sales Channel 4;Softdrinks;15636
675;2014;December;Midwest;East North Central;MI;Lincoln Park;Bessie Sump;4180 Fort St;-83.18;42.22;Sales Channel 2;Sports Drinks;16417.8
676;2014;December;Midwest;East North Central;MI;Livonia;Geraldine Brentlinger;38015 Ann Arbor Rd;-83.42;42.36;Sales Channel 2;Sports Drinks;17238.69
677;2014;December;Midwest;East North Central;MI;Macomb;Keira Harsh;45700 N Gratiot Ave;-82.86;42.64;Sales Channel 1;Juices;18100.6245
678;2014;December;Midwest;East North Central;MI;Macomb Township;Cleo Reddoch;18250 23 Mile Rd;-82.94;42.67;Sales Channel 2;Softdrinks;19005.65573
679;2014;December;Midwest;East North Central;MI;Macomb Twp;Alyssa Cerar;18001 Hall Rd;-82.94;42.63;Sales Channel 2;Sports Drinks;19955.93851
680;2014;December;Midwest;East North Central;MI;Madison Heights;Eusebia Peard;32797 John R Rd;-83.11;42.53;Sales Channel 2;Infusions;20953.73544
681;2014;December;Midwest;East North Central;MI;Madison Heights;Ruth Hoppman;28220 John R/12 Mile Rd;-83.11;42.5;Sales Channel 2;Softdrinks;22001.42221
682;2014;December;Midwest;East North Central;MI;Mancelona;Laverne Hammarlund;8497 N US 131;-85.05;44.91;Sales Channel 2;Softdrinks;23101.49332
683;2014;December;Midwest;East North Central;MI;Manistee;Leona Szymonik;1630 S US 31;-86.31;44.23;Sales Channel 2;Softdrinks;24256.56799
684;2014;December;Midwest;East North Central;MI;Marine City;Angele Riemersma;6658 River Rd;-82.51;42.7;Sales Channel 4;Juices;25469.39638
685;2014;December;Midwest;East North Central;MI;Marquette;Carlita Norcross;1001 M28 E;-87.35;46.49;Sales Channel 1;Softdrinks;26742.8662
686;2014;December;Midwest;East North Central;MI;Marquette;Lavada Baldor;1105 W Washington;-87.42;46.55;Sales Channel 2;Infusions;28080.00951
687;2014;December;Midwest;East North Central;MI;Marysville;John Lutzi;1925 Gratiot Blvd;-82.48;42.92;Sales Channel 4;Juices;29484.00999
688;2014;December;Midwest;East North Central;MI;Midland;Reena Hodd;601 Waldo Ave;-84.19;43.61;Sales Channel 1;Juices;30958.21049
689;2014;December;Midwest;East North Central;MI;Mio;Leon Katowicz;503 Morenci Ave;-84.13;44.66;Sales Channel 1;Juices;32506.12101
690;2014;December;Midwest;East North Central;MI;Monroe;Anh Starke;1180 N Dixie Hwy;-83.37;41.93;Sales Channel 2;Infusions;15636
691;2014;December;Midwest;East North Central;MI;Monroe;Joe Budge;14530 Laplaisance Rd;-83.4;41.88;Sales Channel 2;Juices;16417.8
692;2014;December;Midwest;East North Central;MI;Monroe;Mickey Haning;1533 N Telegraph Rd;-83.4;41.94;Sales Channel 2;Sports Drinks;17238.69
693;2014;December;Midwest;East North Central;MI;Montrose;Marty Panko;249 E State St;-83.89;43.18;Sales Channel 1;Infusions;18100.6245
694;2014;December;Midwest;East North Central;MI;Mt Pleasant;Devin Salvucci;1963 E Remus Rd;-84.76;43.6;Sales Channel 4;Juices;19005.65573
695;2014;December;Midwest;East North Central;MI;Mt Pleasant;Hildegarde Couvertier;1804 S Mission St;-84.77;43.58;Sales Channel 2;Softdrinks;19955.93851
696;2014;December;Midwest;East North Central;MI;Mt Pleasant;Madelene Myart;5600 E Pickard Rd;-84.76;43.61;Sales Channel 2;Softdrinks;20953.73544
697;2014;December;Midwest;East North Central;MI;Muskegon;Antoinette Jacoway;1779 E Sherman Blvd;-86.2;43.21;Sales Channel 2;Sports Drinks;22001.42221
698;2014;December;Midwest;East North Central;MI;Muskegon;Nerissa Pellecchia;3586 E Apple Ave;-86.16;43.23;Sales Channel 2;Juices;23101.49332
699;2014;December;Midwest;East North Central;MI;Muskegon;Stepanie Niezgoda;122 Muskegon Blvd;-86.11;43.26;Sales Channel 2;Juices;24256.56799
700;2014;December;Midwest;East North Central;MI;New Buffalo;Edward Stire;18881 Laporte Rd;-86.73;41.78;Sales Channel 1;Sports Drinks;25469.39638
701;2014;December;Midwest;East North Central;MI;New Haven;Curtis Boevers;57065 Gratiot Ave;-82.8;42.72;Sales Channel 4;Juices;26742.8662
702;2014;December;Midwest;East North Central;MI;Niles;Isaac Tineo;1203 11th St;-86.25;41.82;Sales Channel 2;Sports Drinks;25405.72289
703;2014;December;Midwest;East North Central;MI;North Muskegon;Margery Seymour;190 Whitehall Rd;-86.25;43.27;Sales Channel 2;Infusions;26676.00904
704;2014;December;Midwest;East North Central;MI;Novi;Cathy Besarra;21050 Haggerty Rd;-83.44;42.44;Sales Channel 2;Juices;28009.80949
705;2014;December;Midwest;East North Central;MI;Novi;Suzie Hodson;42665 W 12 Mile Rd;-83.47;42.5;Sales Channel 2;Juices;29410.29996
706;2014;December;Midwest;East North Central;MI;Oak Park;Cheryle Swaggert;21000 Greenfield Rd;-83.2;42.45;Sales Channel 1;Softdrinks;30880.81496
707;2014;December;Midwest;East North Central;MI;Oscoda;Betty Sherif;5050 North Huron Rd;-83.33;44.42;Sales Channel 4;Sports Drinks;32424.85571
708;2014;December;Midwest;East North Central;MI;Paw Paw;Jann Pizzico;829 S Kalamazoo St;-85.89;42.21;Sales Channel 2;Sports Drinks;34046.0985
709;2014;December;Midwest;East North Central;MI;Petoskey;Tanja Leaks;1340 Hwy 31 N;-84.91;45.39;Sales Channel 2;Softdrinks;35748.40342
710;2014;December;Midwest;East North Central;MI;Plainwell;Grazyna Amodei;1218 M 89;-85.66;42.45;Sales Channel 1;Infusions;37535.82359
711;2014;December;Midwest;East North Central;MI;Plymouth;Glendora Demmer;39700 Five Mile Rd;-83.44;42.4;Sales Channel 2;Softdrinks;39412.61477
712;2014;December;Midwest;East North Central;MI;Plymouth;Keeley Gasmen;220 Ann Arbor Rd W;-83.46;42.36;Sales Channel 3;Softdrinks;15636
713;2014;December;Midwest;East North Central;MI;Pontiac;Melody Bisikirski;520 E Walton Blvd;-83.28;42.68;Sales Channel 2;Sports Drinks;16417.8
714;2014;December;Midwest;East North Central;MI;Pontiac;Vertie Molter;44961 Woodward Ave;-83.28;42.62;Sales Channel 2;Infusions;17238.69
715;2014;December;Midwest;East North Central;MI;Portage;Dante Mcmannus;8050 Portage Rd;-85.56;42.2;Sales Channel 2;Sports Drinks;18100.6245
716;2014;December;Midwest;East North Central;MI;Portage;Georgianna Mcmanaway;6925 S Westnedge Ave;-85.59;42.22;Sales Channel 2;Juices;19005.65573
717;2014;December;Midwest;East North Central;MI;Quincy;Nicola Cellini;122 W Chicago St;-84.9;41.94;Sales Channel 4;Infusions;19955.93851
718;2014;December;Midwest;East North Central;MI;Reed City;Joan Pfau;4985 Park St;-85.52;43.89;Sales Channel 2;Juices;20953.73544
719;2014;December;Midwest;East North Central;MI;Richland;Angel Kulpa;8200 32nd St;-85.46;42.38;Sales Channel 1;Sports Drinks;22001.42221
720;2014;December;Midwest;East North Central;MI;Richmond;Jami Lips;67600 S Main St;-82.74;42.8;Sales Channel 4;Sports Drinks;23101.49332
721;2014;December;Midwest;East North Central;MI;Rochester;Alva Dippolito;808 Rochester Rd;-83.13;42.67;Sales Channel 4;Sports Drinks;24256.56799
722;2014;December;Midwest;East North Central;MI;Rockford;Kermit Landwehr;500 E Division;-85.55;43.12;Sales Channel 1;Softdrinks;25469.39638
723;2014;December;Midwest;East North Central;MI;Romulus;Hee Lewars;9777 Wayne Rd;-83.39;42.23;Sales Channel 4;Infusions;26742.8662
724;2014;December;Midwest;East North Central;MI;Romulus;Magali Gingles;Metro Airport/North Terminal;-83.39;42.22;Sales Channel 2;Infusions;28080.00951
725;2014;December;Midwest;East North Central;MI;Romulus;Margart Roura;8019 Merriman Rd;-83.35;42.25;Sales Channel 2;Juices;29484.00999
726;2014;December;Midwest;East North Central;MI;Romulus;Sharla Pigram;Mcnamara Terminal;-83.05;42.33;Sales Channel 2;Softdrinks;30958.21049
727;2014;December;Midwest;East North Central;MI;Roscommon;Natisha Weast;405 N 5th St;-84.6;44.5;Sales Channel 2;Infusions;32506.12101
728;2014;December;Midwest;East North Central;MI;Roseville;Chassidy Latigo;32222 Gratiot Ave;-82.91;42.53;Sales Channel 2;Infusions;15636
729;2014;December;Midwest;East North Central;MI;Roseville;Denny Ringdahl;27901 Gratiot Ave;-82.93;42.5;Sales Channel 4;Infusions;16417.8
730;2014;December;Midwest;East North Central;MI;Roseville;Juliette Macnamee;15401 E 12 Mile Rd;-82.96;42.51;Sales Channel 2;Sports Drinks;17238.69
731;2014;December;Midwest;East North Central;MI;Royal Oak;Carin Tigerino;30807 Woodward Ave;-83.18;42.52;Sales Channel 2;Juices;18100.6245
